,Bigram,Count,Veracity
10257,,0,True
10258,,0,True
10260,,0,True
10261,,0,True
10262,,0,True
10263,,0,True
10264,,0,True
10266,,0,True
10267,,0,True
10268,,0,True
10269,,0,True
10270,,0,True
10271,,0,True
10272,,0,True
10273,,0,True
10306,,0,True
10307,,0,True
10308,,0,True
10309,,0,True
10342,,0,True
10343,,0,True
10344,,0,True
10345,,0,True
10346,,0,True
10347,,0,True
10348,,0,True
10349,,0,True
10350,,0,True
10351,,0,True
10352,,0,True
10353,,0,True
10354,,0,True
10355,,0,True
10356,,0,True
10357,,0,True
10358,,0,True
10360,,0,True
10361,,0,True
10362,,0,True
10363,,0,True
10365,,0,True
10366,,0,True
10341,,0,True
10339,,0,True
10338,,0,True
10323,,0,True
10310,,0,True
10312,,0,True
10313,,0,True
10314,,0,True
10315,,0,True
10317,,0,True
10318,,0,True
10319,,0,True
10321,,0,True
10322,,0,True
10324,,0,True
10337,,0,True
10325,,0,True
10328,,0,True
10329,,0,True
10330,,0,True
10331,,0,True
10332,,0,True
10333,,0,True
10334,,0,True
10335,,0,True
10336,,0,True
10247,,0,True
10244,,0,True
10243,,0,True
10177,,0,True
10152,,0,True
10153,,0,True
10154,,0,True
10155,,0,True
10156,,0,True
10157,,0,True
10158,,0,True
10159,,0,True
10160,,0,True
10161,,0,True
10162,,0,True
10163,,0,True
10164,,0,True
10165,,0,True
10166,,0,True
10167,,0,True
10168,,0,True
10169,,0,True
10170,,0,True
10171,,0,True
10172,,0,True
10173,,0,True
10174,,0,True
10151,,0,True
10150,,0,True
10149,,0,True
10133,,0,True
10123,,0,True
10124,,0,True
10125,,0,True
10126,,0,True
10127,,0,True
10128,,0,True
10129,,0,True
10130,,0,True
10131,,0,True
10132,,0,True
10135,,0,True
10148,,0,True
10136,,0,True
10137,,0,True
10138,,0,True
10139,,0,True
10140,,0,True
10142,,0,True
10143,,0,True
10144,,0,True
10145,,0,True
10146,,0,True
10175,,0,True
10178,,0,True
10241,,0,True
10179,,0,True
10210,,0,True
10211,,0,True
10212,,0,True
10213,,0,True
10216,,0,True
10218,,0,True
10219,,0,True
10220,,0,True
10221,,0,True
10223,,0,True
10224,,0,True
10226,,0,True
10229,,0,True
10230,,0,True
10231,,0,True
10232,,0,True
10233,,0,True
10234,,0,True
10235,,0,True
10236,,0,True
10237,,0,True
10238,,0,True
10240,,0,True
10209,,0,True
10208,,0,True
10207,,0,True
10193,,0,True
10181,,0,True
10184,,0,True
10185,,0,True
10186,,0,True
10187,,0,True
10188,,0,True
10189,,0,True
10190,,0,True
10191,,0,True
10192,,0,True
10194,,0,True
10206,,0,True
10196,,0,True
10197,,0,True
10198,,0,True
10199,,0,True
10200,,0,True
10201,,0,True
10202,,0,True
10203,,0,True
10204,,0,True
10205,,0,True
10885,,0,True
10886,,0,True
10887,,0,True
11542,,0,True
11545,,0,True
11546,,0,True
11547,,0,True
11548,,0,True
11549,,0,True
11550,,0,True
11551,,0,True
11552,,0,True
11553,,0,True
11554,,0,True
11555,,0,True
11556,,0,True
11557,,0,True
11558,,0,True
11559,,0,True
11560,,0,True
11562,,0,True
11563,,0,True
11564,,0,True
11565,,0,True
11566,,0,True
11567,,0,True
11568,,0,True
11543,,0,True
11541,,0,True
11510,,0,True
11539,,0,True
11514,,0,True
11515,,0,True
11516,,0,True
11517,,0,True
11518,,0,True
11519,,0,True
11520,,0,True
11521,,0,True
11522,,0,True
11523,,0,True
11524,,0,True
11526,,0,True
11527,,0,True
11528,,0,True
11529,,0,True
11530,,0,True
11531,,0,True
11533,,0,True
11534,,0,True
11535,,0,True
11536,,0,True
11537,,0,True
11538,,0,True
11569,,0,True
11570,,0,True
11571,,0,True
11573,,0,True
11606,,0,True
11607,,0,True
11608,,0,True
11609,,0,True
11610,,0,True
11612,,0,True
11613,,0,True
11614,,0,True
11617,,0,True
11618,,0,True
11619,,0,True
11620,,0,True
11621,,0,True
11624,,0,True
11625,,0,True
11626,,0,True
11628,,0,True
11629,,0,True
11630,,0,True
11631,,0,True
11632,,0,True
11633,,0,True
11634,,0,True
11605,,0,True
11604,,0,True
11603,,0,True
11588,,0,True
11574,,0,True
11575,,0,True
11576,,0,True
11577,,0,True
11579,,0,True
11581,,0,True
11582,,0,True
11584,,0,True
11585,,0,True
11586,,0,True
11589,,0,True
11602,,0,True
11590,,0,True
11591,,0,True
11592,,0,True
11594,,0,True
11595,,0,True
11596,,0,True
11597,,0,True
11598,,0,True
11599,,0,True
11600,,0,True
11512,,0,True
11509,,0,True
10889,,0,True
11421,,0,True
11423,,0,True
11424,,0,True
11425,,0,True
11426,,0,True
11427,,0,True
11428,,0,True
11430,,0,True
11431,,0,True
11432,,0,True
11433,,0,True
11434,,0,True
11436,,0,True
11437,,0,True
11438,,0,True
11439,,0,True
11440,,0,True
11441,,0,True
11442,,0,True
11443,,0,True
11445,,0,True
11446,,0,True
11447,,0,True
11448,,0,True
11422,,0,True
11420,,0,True
11508,,0,True
11419,,0,True
11395,,0,True
11396,,0,True
11397,,0,True
11398,,0,True
11399,,0,True
11400,,0,True
11401,,0,True
11402,,0,True
11403,,0,True
11404,,0,True
11405,,0,True
11406,,0,True
11407,,0,True
11408,,0,True
11409,,0,True
11410,,0,True
11411,,0,True
11412,,0,True
11413,,0,True
11414,,0,True
11416,,0,True
11417,,0,True
11418,,0,True
11451,,0,True
11453,,0,True
11454,,0,True
11455,,0,True
11485,,0,True
11486,,0,True
11487,,0,True
11488,,0,True
11489,,0,True
11490,,0,True
11491,,0,True
11492,,0,True
11493,,0,True
11494,,0,True
11495,,0,True
11496,,0,True
11497,,0,True
11498,,0,True
11499,,0,True
11500,,0,True
11501,,0,True
11502,,0,True
11503,,0,True
11504,,0,True
11505,,0,True
11506,,0,True
11507,,0,True
11484,,0,True
11483,,0,True
11482,,0,True
11468,,0,True
11456,,0,True
11457,,0,True
11459,,0,True
11460,,0,True
11461,,0,True
11462,,0,True
11464,,0,True
11465,,0,True
11466,,0,True
11467,,0,True
11469,,0,True
11481,,0,True
11470,,0,True
11471,,0,True
11472,,0,True
11473,,0,True
11474,,0,True
11475,,0,True
11476,,0,True
11477,,0,True
11478,,0,True
11480,,0,True
11635,,0,True
11636,,0,True
11637,,0,True
11799,,0,True
11801,,0,True
11802,,0,True
11803,,0,True
11804,,0,True
11805,,0,True
11807,,0,True
11808,,0,True
11810,,0,True
11811,,0,True
11813,,0,True
11815,,0,True
11816,,0,True
11817,,0,True
11818,,0,True
11819,,0,True
11820,,0,True
11821,,0,True
11822,,0,True
11823,,0,True
11824,,0,True
11825,,0,True
11826,,0,True
11827,,0,True
11800,,0,True
11798,,0,True
11638,,0,True
11797,,0,True
11763,,0,True
11765,,0,True
11766,,0,True
11767,,0,True
11768,,0,True
11769,,0,True
11770,,0,True
11771,,0,True
11772,,0,True
11774,,0,True
11775,,0,True
11776,,0,True
11777,,0,True
11779,,0,True
11780,,0,True
11782,,0,True
11785,,0,True
11787,,0,True
11788,,0,True
11789,,0,True
11793,,0,True
11795,,0,True
11796,,0,True
11828,,0,True
11829,,0,True
11830,,0,True
11831,,0,True
11862,,0,True
11864,,0,True
11865,,0,True
11866,,0,True
11869,,0,True
11870,,0,True
11871,,0,True
11874,,0,True
11875,,0,True
11876,,0,True
11877,,0,True
11879,,0,True
11880,,0,True
11881,,0,True
11882,,0,True
11883,,0,True
11884,,0,True
11885,,0,True
11886,,0,True
11887,,0,True
11888,,0,True
11889,,0,True
11890,,0,True
11861,,0,True
11860,,0,True
11859,,0,True
11845,,0,True
11833,,0,True
11834,,0,True
11835,,0,True
11837,,0,True
11838,,0,True
11839,,0,True
11840,,0,True
11841,,0,True
11842,,0,True
11844,,0,True
11846,,0,True
11858,,0,True
11847,,0,True
11848,,0,True
11849,,0,True
11850,,0,True
11851,,0,True
11852,,0,True
11853,,0,True
11854,,0,True
11855,,0,True
11857,,0,True
11762,,0,True
11761,,0,True
11760,,0,True
11698,,0,True
11669,,0,True
11670,,0,True
11671,,0,True
11673,,0,True
11674,,0,True
11675,,0,True
11676,,0,True
11677,,0,True
11678,,0,True
11679,,0,True
11680,,0,True
11682,,0,True
11683,,0,True
11684,,0,True
11685,,0,True
11686,,0,True
11687,,0,True
11688,,0,True
11690,,0,True
11691,,0,True
11692,,0,True
11693,,0,True
11695,,0,True
11668,,0,True
11666,,0,True
11665,,0,True
11651,,0,True
11639,,0,True
11640,,0,True
11641,,0,True
11643,,0,True
11644,,0,True
11645,,0,True
11647,,0,True
11648,,0,True
11649,,0,True
11650,,0,True
11652,,0,True
11664,,0,True
11653,,0,True
11654,,0,True
11655,,0,True
11656,,0,True
11658,,0,True
11659,,0,True
11660,,0,True
11661,,0,True
11662,,0,True
11663,,0,True
11697,,0,True
11700,,0,True
11759,,0,True
11701,,0,True
11730,,0,True
11731,,0,True
11733,,0,True
11734,,0,True
11735,,0,True
11736,,0,True
11737,,0,True
11738,,0,True
11739,,0,True
11742,,0,True
11744,,0,True
11745,,0,True
11747,,0,True
11748,,0,True
11749,,0,True
11750,,0,True
11751,,0,True
11753,,0,True
11754,,0,True
11755,,0,True
11756,,0,True
11757,,0,True
11758,,0,True
11729,,0,True
11727,,0,True
11726,,0,True
11712,,0,True
11702,,0,True
11703,,0,True
11704,,0,True
11705,,0,True
11706,,0,True
11707,,0,True
11708,,0,True
11709,,0,True
11710,,0,True
11711,,0,True
11713,,0,True
11725,,0,True
11714,,0,True
11715,,0,True
11716,,0,True
11717,,0,True
11719,,0,True
11720,,0,True
11721,,0,True
11722,,0,True
11723,,0,True
11724,,0,True
11393,,0,True
11392,,0,True
11391,,0,True
11045,,0,True
11047,,0,True
11048,,0,True
11050,,0,True
11051,,0,True
11052,,0,True
11053,,0,True
11054,,0,True
11055,,0,True
11056,,0,True
11057,,0,True
11058,,0,True
11060,,0,True
11061,,0,True
11062,,0,True
11063,,0,True
11065,,0,True
11066,,0,True
11067,,0,True
11068,,0,True
11069,,0,True
11070,,0,True
11071,,0,True
11072,,0,True
11046,,0,True
11044,,0,True
11135,,0,True
11043,,0,True
11017,,0,True
11018,,0,True
11019,,0,True
11021,,0,True
11022,,0,True
11023,,0,True
11024,,0,True
11025,,0,True
11026,,0,True
11027,,0,True
11028,,0,True
11029,,0,True
11031,,0,True
11032,,0,True
11033,,0,True
11034,,0,True
11035,,0,True
11036,,0,True
11037,,0,True
11038,,0,True
11039,,0,True
11040,,0,True
11042,,0,True
11073,,0,True
11074,,0,True
11075,,0,True
11078,,0,True
11106,,0,True
11107,,0,True
11108,,0,True
11109,,0,True
11110,,0,True
11112,,0,True
11113,,0,True
11114,,0,True
11116,,0,True
11117,,0,True
11118,,0,True
11120,,0,True
11121,,0,True
11122,,0,True
11123,,0,True
11124,,0,True
11125,,0,True
11127,,0,True
11129,,0,True
11130,,0,True
11131,,0,True
11132,,0,True
11133,,0,True
11105,,0,True
11104,,0,True
11103,,0,True
11090,,0,True
11079,,0,True
11080,,0,True
11081,,0,True
11082,,0,True
11083,,0,True
11085,,0,True
11086,,0,True
11087,,0,True
11088,,0,True
11089,,0,True
11091,,0,True
11102,,0,True
11092,,0,True
11093,,0,True
11094,,0,True
11095,,0,True
11096,,0,True
11097,,0,True
11098,,0,True
11099,,0,True
11100,,0,True
11101,,0,True
11016,,0,True
11015,,0,True
11014,,0,True
10950,,0,True
10919,,0,True
10920,,0,True
10922,,0,True
10923,,0,True
10924,,0,True
10925,,0,True
10927,,0,True
10928,,0,True
10929,,0,True
10933,,0,True
10934,,0,True
10935,,0,True
10936,,0,True
10937,,0,True
10938,,0,True
10939,,0,True
10941,,0,True
10942,,0,True
10943,,0,True
10944,,0,True
10945,,0,True
10946,,0,True
10947,,0,True
10918,,0,True
10917,,0,True
10916,,0,True
10901,,0,True
10890,,0,True
10891,,0,True
10892,,0,True
10893,,0,True
10894,,0,True
10896,,0,True
10897,,0,True
10898,,0,True
10899,,0,True
10900,,0,True
10902,,0,True
10915,,0,True
10903,,0,True
10904,,0,True
10905,,0,True
10907,,0,True
10908,,0,True
10909,,0,True
10910,,0,True
10911,,0,True
10912,,0,True
10913,,0,True
10948,,0,True
10951,,0,True
11013,,0,True
10952,,0,True
10984,,0,True
10986,,0,True
10987,,0,True
10988,,0,True
10989,,0,True
10990,,0,True
10991,,0,True
10992,,0,True
10994,,0,True
10996,,0,True
10997,,0,True
10998,,0,True
10999,,0,True
11000,,0,True
11002,,0,True
11003,,0,True
11004,,0,True
11005,,0,True
11007,,0,True
11008,,0,True
11009,,0,True
11011,,0,True
11012,,0,True
10983,,0,True
10980,,0,True
10979,,0,True
10966,,0,True
10953,,0,True
10954,,0,True
10955,,0,True
10959,,0,True
10960,,0,True
10961,,0,True
10962,,0,True
10963,,0,True
10964,,0,True
10965,,0,True
10967,,0,True
10978,,0,True
10968,,0,True
10969,,0,True
10970,,0,True
10971,,0,True
10972,,0,True
10973,,0,True
10974,,0,True
10975,,0,True
10976,,0,True
10977,,0,True
11134,,0,True
11136,,0,True
11390,,0,True
11294,,0,True
11296,,0,True
11297,,0,True
11299,,0,True
11300,,0,True
11301,,0,True
11302,,0,True
11303,,0,True
11304,,0,True
11305,,0,True
11306,,0,True
11307,,0,True
11308,,0,True
11310,,0,True
11311,,0,True
11312,,0,True
11313,,0,True
11314,,0,True
11315,,0,True
11317,,0,True
11318,,0,True
11319,,0,True
11321,,0,True
11322,,0,True
11295,,0,True
11293,,0,True
11137,,0,True
11292,,0,True
11264,,0,True
11265,,0,True
11266,,0,True
11267,,0,True
11268,,0,True
11269,,0,True
11270,,0,True
11271,,0,True
11272,,0,True
11273,,0,True
11274,,0,True
11275,,0,True
11276,,0,True
11277,,0,True
11278,,0,True
11280,,0,True
11283,,0,True
11284,,0,True
11286,,0,True
11287,,0,True
11288,,0,True
11290,,0,True
11291,,0,True
11323,,0,True
11326,,0,True
11327,,0,True
11329,,0,True
11359,,0,True
11360,,0,True
11361,,0,True
11362,,0,True
11363,,0,True
11364,,0,True
11369,,0,True
11371,,0,True
11372,,0,True
11373,,0,True
11374,,0,True
11375,,0,True
11376,,0,True
11377,,0,True
11379,,0,True
11381,,0,True
11382,,0,True
11383,,0,True
11384,,0,True
11386,,0,True
11387,,0,True
11388,,0,True
11389,,0,True
11357,,0,True
11355,,0,True
11354,,0,True
11340,,0,True
11330,,0,True
11331,,0,True
11332,,0,True
11333,,0,True
11334,,0,True
11335,,0,True
11336,,0,True
11337,,0,True
11338,,0,True
11339,,0,True
11342,,0,True
11353,,0,True
11343,,0,True
11344,,0,True
11345,,0,True
11346,,0,True
11347,,0,True
11348,,0,True
11349,,0,True
11350,,0,True
11351,,0,True
11352,,0,True
11261,,0,True
11260,,0,True
11259,,0,True
11193,,0,True
11168,,0,True
11169,,0,True
11170,,0,True
11171,,0,True
11172,,0,True
11173,,0,True
11174,,0,True
11175,,0,True
11176,,0,True
11177,,0,True
11178,,0,True
11179,,0,True
11180,,0,True
11181,,0,True
11182,,0,True
11183,,0,True
11184,,0,True
11186,,0,True
11187,,0,True
11188,,0,True
11189,,0,True
11190,,0,True
11191,,0,True
11167,,0,True
11166,,0,True
11165,,0,True
11149,,0,True
11138,,0,True
11140,,0,True
11141,,0,True
11142,,0,True
11143,,0,True
11144,,0,True
11145,,0,True
11146,,0,True
11147,,0,True
11148,,0,True
11150,,0,True
11164,,0,True
11151,,0,True
11152,,0,True
11153,,0,True
11155,,0,True
11156,,0,True
11157,,0,True
11158,,0,True
11159,,0,True
11161,,0,True
11162,,0,True
11192,,0,True
11194,,0,True
11257,,0,True
11196,,0,True
11228,,0,True
11229,,0,True
11230,,0,True
11231,,0,True
11233,,0,True
11235,,0,True
11236,,0,True
11237,,0,True
11238,,0,True
11239,,0,True
11240,,0,True
11242,,0,True
11243,,0,True
11244,,0,True
11245,,0,True
11247,,0,True
11248,,0,True
11249,,0,True
11250,,0,True
11252,,0,True
11253,,0,True
11255,,0,True
11256,,0,True
11227,,0,True
11226,,0,True
11224,,0,True
11208,,0,True
11197,,0,True
11198,,0,True
11200,,0,True
11201,,0,True
11202,,0,True
11203,,0,True
11204,,0,True
11205,,0,True
11206,,0,True
11207,,0,True
11210,,0,True
11222,,0,True
11211,,0,True
11212,,0,True
11213,,0,True
11214,,0,True
11215,,0,True
11217,,0,True
11218,,0,True
11219,,0,True
11220,,0,True
11221,,0,True
9878,,0,True
9876,,0,True
11894,,0,True
8527,,0,True
8530,,0,True
8531,,0,True
8533,,0,True
8534,,0,True
8535,,0,True
8536,,0,True
8538,,0,True
8540,,0,True
8541,,0,True
8542,,0,True
8543,,0,True
8544,,0,True
8546,,0,True
8547,,0,True
8549,,0,True
8550,,0,True
8551,,0,True
8552,,0,True
8553,,0,True
8554,,0,True
8555,,0,True
8556,,0,True
8557,,0,True
8528,,0,True
8526,,0,True
8496,,0,True
8525,,0,True
8498,,0,True
8499,,0,True
8500,,0,True
8503,,0,True
8504,,0,True
8505,,0,True
8506,,0,True
8507,,0,True
8508,,0,True
8509,,0,True
8510,,0,True
8512,,0,True
8514,,0,True
8515,,0,True
8516,,0,True
8517,,0,True
8518,,0,True
8519,,0,True
8520,,0,True
8521,,0,True
8522,,0,True
8523,,0,True
8524,,0,True
8558,,0,True
8559,,0,True
8560,,0,True
8561,,0,True
8591,,0,True
8592,,0,True
8593,,0,True
8594,,0,True
8595,,0,True
8596,,0,True
8597,,0,True
8598,,0,True
8599,,0,True
8600,,0,True
8603,,0,True
8604,,0,True
8605,,0,True
8607,,0,True
8608,,0,True
8609,,0,True
8610,,0,True
8611,,0,True
8612,,0,True
8613,,0,True
8614,,0,True
8615,,0,True
8616,,0,True
8590,,0,True
8588,,0,True
8587,,0,True
8573,,0,True
8562,,0,True
8563,,0,True
8565,,0,True
8566,,0,True
8567,,0,True
8568,,0,True
8569,,0,True
8570,,0,True
8571,,0,True
8572,,0,True
8574,,0,True
8586,,0,True
8575,,0,True
8577,,0,True
8578,,0,True
8579,,0,True
8580,,0,True
8581,,0,True
8582,,0,True
8583,,0,True
8584,,0,True
8585,,0,True
8497,,0,True
8495,,0,True
8372,,0,True
8403,,0,True
8405,,0,True
8406,,0,True
8407,,0,True
8408,,0,True
8409,,0,True
8410,,0,True
8411,,0,True
8412,,0,True
8413,,0,True
8415,,0,True
8417,,0,True
8419,,0,True
8420,,0,True
8421,,0,True
8422,,0,True
8423,,0,True
8424,,0,True
8425,,0,True
8426,,0,True
8427,,0,True
8428,,0,True
8429,,0,True
8430,,0,True
8404,,0,True
8402,,0,True
8494,,0,True
8401,,0,True
8374,,0,True
8375,,0,True
8376,,0,True
8378,,0,True
8379,,0,True
8380,,0,True
8382,,0,True
8383,,0,True
8384,,0,True
8385,,0,True
8386,,0,True
8387,,0,True
8388,,0,True
8389,,0,True
8391,,0,True
8392,,0,True
8393,,0,True
8394,,0,True
8396,,0,True
8397,,0,True
8398,,0,True
8399,,0,True
8400,,0,True
8431,,0,True
8432,,0,True
8434,,0,True
8435,,0,True
8467,,0,True
8468,,0,True
8469,,0,True
8470,,0,True
8471,,0,True
8472,,0,True
8473,,0,True
8474,,0,True
8475,,0,True
8476,,0,True
8479,,0,True
8480,,0,True
8481,,0,True
8482,,0,True
8483,,0,True
8484,,0,True
8485,,0,True
8486,,0,True
8487,,0,True
8488,,0,True
8490,,0,True
8492,,0,True
8493,,0,True
8466,,0,True
8465,,0,True
8463,,0,True
8447,,0,True
8436,,0,True
8437,,0,True
8438,,0,True
8439,,0,True
8440,,0,True
8441,,0,True
8442,,0,True
8443,,0,True
8444,,0,True
8446,,0,True
8448,,0,True
8462,,0,True
8449,,0,True
8450,,0,True
8451,,0,True
8452,,0,True
8453,,0,True
8454,,0,True
8457,,0,True
8459,,0,True
8460,,0,True
8461,,0,True
8617,,0,True
8618,,0,True
8620,,0,True
8784,,0,True
8786,,0,True
8787,,0,True
8788,,0,True
8789,,0,True
8790,,0,True
8791,,0,True
8792,,0,True
8794,,0,True
8795,,0,True
8796,,0,True
8797,,0,True
8798,,0,True
8799,,0,True
8800,,0,True
8802,,0,True
8804,,0,True
8806,,0,True
8807,,0,True
8808,,0,True
8809,,0,True
8810,,0,True
8812,,0,True
8813,,0,True
8785,,0,True
8783,,0,True
8621,,0,True
8782,,0,True
8756,,0,True
8757,,0,True
8758,,0,True
8759,,0,True
8760,,0,True
8761,,0,True
8762,,0,True
8763,,0,True
8764,,0,True
8765,,0,True
8766,,0,True
8768,,0,True
8770,,0,True
8771,,0,True
8772,,0,True
8773,,0,True
8774,,0,True
8775,,0,True
8776,,0,True
8777,,0,True
8778,,0,True
8779,,0,True
8780,,0,True
8816,,0,True
8817,,0,True
8818,,0,True
8819,,0,True
8852,,0,True
8853,,0,True
8854,,0,True
8855,,0,True
8856,,0,True
8857,,0,True
8858,,0,True
8859,,0,True
8860,,0,True
8861,,0,True
8862,,0,True
8863,,0,True
8865,,0,True
8866,,0,True
8867,,0,True
8868,,0,True
8869,,0,True
8870,,0,True
8871,,0,True
8872,,0,True
8873,,0,True
8874,,0,True
8875,,0,True
8851,,0,True
8850,,0,True
8849,,0,True
8832,,0,True
8820,,0,True
8821,,0,True
8822,,0,True
8823,,0,True
8824,,0,True
8825,,0,True
8827,,0,True
8828,,0,True
8829,,0,True
8831,,0,True
8833,,0,True
8848,,0,True
8834,,0,True
8835,,0,True
8837,,0,True
8839,,0,True
8840,,0,True
8841,,0,True
8842,,0,True
8843,,0,True
8845,,0,True
8847,,0,True
8754,,0,True
8750,,0,True
8749,,0,True
8685,,0,True
8659,,0,True
8660,,0,True
8661,,0,True
8662,,0,True
8663,,0,True
8664,,0,True
8665,,0,True
8666,,0,True
8667,,0,True
8668,,0,True
8669,,0,True
8670,,0,True
8671,,0,True
8672,,0,True
8673,,0,True
8674,,0,True
8675,,0,True
8676,,0,True
8678,,0,True
8679,,0,True
8681,,0,True
8682,,0,True
8683,,0,True
8658,,0,True
8657,,0,True
8656,,0,True
8636,,0,True
8622,,0,True
8623,,0,True
8624,,0,True
8625,,0,True
8627,,0,True
8630,,0,True
8632,,0,True
8633,,0,True
8634,,0,True
8635,,0,True
8637,,0,True
8655,,0,True
8638,,0,True
8640,,0,True
8642,,0,True
8644,,0,True
8647,,0,True
8648,,0,True
8649,,0,True
8650,,0,True
8652,,0,True
8654,,0,True
8684,,0,True
8686,,0,True
8748,,0,True
8687,,0,True
8717,,0,True
8718,,0,True
8719,,0,True
8720,,0,True
8721,,0,True
8722,,0,True
8723,,0,True
8724,,0,True
8725,,0,True
8727,,0,True
8728,,0,True
8729,,0,True
8731,,0,True
8732,,0,True
8733,,0,True
8734,,0,True
8736,,0,True
8739,,0,True
8740,,0,True
8743,,0,True
8744,,0,True
8746,,0,True
8747,,0,True
8716,,0,True
8715,,0,True
8714,,0,True
8701,,0,True
8688,,0,True
8689,,0,True
8690,,0,True
8692,,0,True
8693,,0,True
8696,,0,True
8697,,0,True
8698,,0,True
8699,,0,True
8700,,0,True
8702,,0,True
8713,,0,True
8703,,0,True
8704,,0,True
8705,,0,True
8706,,0,True
8707,,0,True
8708,,0,True
8709,,0,True
8710,,0,True
8711,,0,True
8712,,0,True
8373,,0,True
8371,,0,True
9875,,0,True
8025,,0,True
8028,,0,True
8029,,0,True
8030,,0,True
8031,,0,True
8032,,0,True
8033,,0,True
8034,,0,True
8035,,0,True
8036,,0,True
8037,,0,True
8038,,0,True
8040,,0,True
8041,,0,True
8042,,0,True
8043,,0,True
8044,,0,True
8045,,0,True
8047,,0,True
8048,,0,True
8049,,0,True
8050,,0,True
8051,,0,True
8054,,0,True
8027,,0,True
8024,,0,True
7993,,0,True
8023,,0,True
7995,,0,True
7996,,0,True
7999,,0,True
8000,,0,True
8001,,0,True
8003,,0,True
8004,,0,True
8005,,0,True
8006,,0,True
8007,,0,True
8008,,0,True
8009,,0,True
8010,,0,True
8011,,0,True
8013,,0,True
8014,,0,True
8015,,0,True
8016,,0,True
8017,,0,True
8018,,0,True
8019,,0,True
8020,,0,True
8022,,0,True
8055,,0,True
8056,,0,True
8057,,0,True
8058,,0,True
8089,,0,True
8090,,0,True
8091,,0,True
8092,,0,True
8093,,0,True
8094,,0,True
8095,,0,True
8096,,0,True
8097,,0,True
8098,,0,True
8099,,0,True
8100,,0,True
8101,,0,True
8102,,0,True
8104,,0,True
8105,,0,True
8106,,0,True
8107,,0,True
8108,,0,True
8110,,0,True
8111,,0,True
8112,,0,True
8113,,0,True
8088,,0,True
8086,,0,True
8085,,0,True
8071,,0,True
8059,,0,True
8060,,0,True
8061,,0,True
8062,,0,True
8063,,0,True
8064,,0,True
8065,,0,True
8066,,0,True
8067,,0,True
8069,,0,True
8072,,0,True
8084,,0,True
8074,,0,True
8075,,0,True
8076,,0,True
8077,,0,True
8078,,0,True
8079,,0,True
8080,,0,True
8081,,0,True
8082,,0,True
8083,,0,True
7994,,0,True
7991,,0,True
8370,,0,True
7909,,0,True
7912,,0,True
7913,,0,True
7914,,0,True
7915,,0,True
7916,,0,True
7917,,0,True
7918,,0,True
7919,,0,True
7920,,0,True
7921,,0,True
7922,,0,True
7923,,0,True
7924,,0,True
7925,,0,True
7926,,0,True
7927,,0,True
7928,,0,True
7929,,0,True
7931,,0,True
7932,,0,True
7933,,0,True
7934,,0,True
7935,,0,True
7911,,0,True
7908,,0,True
7990,,0,True
7907,,0,True
7879,,0,True
7881,,0,True
7882,,0,True
7883,,0,True
7884,,0,True
7885,,0,True
7886,,0,True
7887,,0,True
7888,,0,True
7889,,0,True
7890,,0,True
7891,,0,True
7892,,0,True
7893,,0,True
7894,,0,True
7896,,0,True
7897,,0,True
7898,,0,True
7899,,0,True
7901,,0,True
7902,,0,True
7904,,0,True
7906,,0,True
7936,,0,True
7937,,0,True
7938,,0,True
7939,,0,True
7967,,0,True
7968,,0,True
7969,,0,True
7970,,0,True
7971,,0,True
7972,,0,True
7973,,0,True
7974,,0,True
7975,,0,True
7976,,0,True
7977,,0,True
7978,,0,True
7979,,0,True
7980,,0,True
7981,,0,True
7982,,0,True
7983,,0,True
7984,,0,True
7985,,0,True
7986,,0,True
7987,,0,True
7988,,0,True
7989,,0,True
7966,,0,True
7965,,0,True
7964,,0,True
7950,,0,True
7940,,0,True
7941,,0,True
7942,,0,True
7943,,0,True
7944,,0,True
7945,,0,True
7946,,0,True
7947,,0,True
7948,,0,True
7949,,0,True
7951,,0,True
7963,,0,True
7952,,0,True
7953,,0,True
7955,,0,True
7956,,0,True
7957,,0,True
7958,,0,True
7959,,0,True
7960,,0,True
7961,,0,True
7962,,0,True
8114,,0,True
8115,,0,True
8117,,0,True
8270,,0,True
8274,,0,True
8275,,0,True
8276,,0,True
8277,,0,True
8278,,0,True
8279,,0,True
8280,,0,True
8281,,0,True
8282,,0,True
8283,,0,True
8287,,0,True
8288,,0,True
8289,,0,True
8290,,0,True
8291,,0,True
8292,,0,True
8293,,0,True
8294,,0,True
8297,,0,True
8298,,0,True
8299,,0,True
8300,,0,True
8301,,0,True
8272,,0,True
8269,,0,True
8118,,0,True
8268,,0,True
8244,,0,True
8245,,0,True
8246,,0,True
8247,,0,True
8248,,0,True
8249,,0,True
8251,,0,True
8252,,0,True
8253,,0,True
8254,,0,True
8255,,0,True
8256,,0,True
8257,,0,True
8258,,0,True
8259,,0,True
8260,,0,True
8261,,0,True
8262,,0,True
8263,,0,True
8264,,0,True
8265,,0,True
8266,,0,True
8267,,0,True
8302,,0,True
8303,,0,True
8304,,0,True
8305,,0,True
8342,,0,True
8343,,0,True
8344,,0,True
8346,,0,True
8347,,0,True
8348,,0,True
8349,,0,True
8350,,0,True
8351,,0,True
8353,,0,True
8354,,0,True
8355,,0,True
8356,,0,True
